id,name,email,phone_number,age,gender,city,country,registration_date,last_login,purchase_amount,product_category,feedback_score
899,Peter Davis,peter.davis@example.com,(849) 579-8441,31,Male, San Diego ,Germany,29-11-2022,01/24/2023 20:43,198.59,Electronics,2
883,Jane Doe,jane.doe@test.org,(763) 663-7044,63,Malee,Philadelphia,Australia,11/29/2020,03-05-2023 14:38,396.28,Clothing,5
704,Emily Doe,emily.doeexample.com,'+1 670 559 3709,56,Other,Los Angeles,India,26-06-2020,23-07-2025 09:34,503.5,Food,2
986,David Brown,david.brown@example.com,,61,Other,San Antonio,UK,09-04-2025,11-04-2025 15:26,562.97,Electronics,2
303,Sarah Doe,sarah.doe@mail.net,'+1 420 852 3916,37,Female,Los Angeles,USA,04-03-2020,25-07-2024 09:53,433.22,Food,1
590,Mary Smith,mary.smith@mail.net,306-473-8333,24,Male,Chicago,Germany,12-07-2020,04/28/2022 05:58,,Sports,2
219,Peter Brown,peter.brown@example.com,476-911-2216,39,Other,Phoenix,Francez,15-07-2022,16-02-2023 01:31,54.32,Clothing,2
63,Peter Wilson,peter.wilsonexample.com,'+1 282 560 3530,55,MALE,San Antonio,USA,21-05-2021,03/22/2025 18:59,998.51,Electronics,3
11,John Jones,john.jones@mail.net,516206174,48,Female,Phoenix,Germany,02-06-2025,08-05-2025 21:41,423.95,Clothing,5
260,Jane Williams,jane.williams@mail.net,'+1 296 648 8192,18,female,New York,France,22-04-2024,10-11-2024 09:18,280.34,Food,1
552,John Jones,john.jonesexample.com,(567) 401-0110,47a,Other,San Diego,USA,07-01-2025,23-07-2025 23:01,86.97,Food,4
967,John Brown,john.brown@example.com,(179) 031-7961,,Female,San Diego,Australia,12/15/2020,08-12-2023 01:37,801.23,Electronics,5
54,Emily Miller,emily.miller@test.org,(346) 801-8580,65,Other,Philadelphia,Canada,10-05-2023,08-12-2023 19:00,963.25,Electronics,2
354,S@r@h Miller,,(290) 592-3942,69,Male,Philadelphia,France,03/14/2020,03/20/2025 13:11,441.16,Books,3
776,Sarah Wilson,sarah.wilson@test.org,(435) 189-7986,55,Other,San Antonio,Mexico,13-03-2021,04/18/2021 02:09,724.64,Home Goods,5
228,Mary Williams,mary.williams@example.com,'+1 661 592 2795,21,Female,Los Angeles,Germany,22-04-2023,31-10-2024 12:39,952.28,Home Goods,5
531,  Emily Smith  ,emily.smith@test.org,5836101212,29,OTHER,New York,UK,07/14/2023,01-12-2024 07:46,743.15,Home Goods,3
802,Emily Brown,,'+1 929 071 1385,49,Female,,India,29-04-2021,15-12-2023 14:35,89.2,Books,4
674,Jane Wilson,jane.wilson@test.org,1782562604,56,Female, Phoenix ,Germany,09/21/2021,16-10-2023 04:29,,Books,2
301,Jane Smith,jane.smith@example.com,416-725-1686,32,Other,Chicago,Germany,18-01-2025,04-07-2025 00:59,380.09,Electronics,3
281,David Doe,david.doe@example.coom,231-823-5645,47,Female,San Diego,Canada,12-01-2024,06-03-2025 13:03,754.24,Electronics,1
979,Michael Miller,michael.miller@mail.net,'+1 765 495 8290,58,Feemalee,Phoenix,France,05-03-2020,24-12-2020 16:41,224.8,Sports,4
32,Michael Doe,michael.doe@test.org,3808142154,60,Male,Los Angeles,Canada,15-11-2020,04-07-2023 04:44,261.1,Clothing,4
603,Michael Brown,michael.brown@example.com,4636163349,19,Female,Los Angeles,India,07/22/2020,30-06-2025 12:55,634.07,Home Goods,2
112,John Miller,john.miller@example.com,133880790,42,Male,Chicag0,India,10-05-2022,29-06-2024 12:11,,Books,2
109,Peter Wilson,peter.wilson@test.org,629-205-0173,67,Otheer,Chicago,Mexico,30-09-2023,27-07-2024 22:36,517.35,Home Goods,5
244,Jane Davis,jane.davis@test.org,068-530-4576,64,Female,Houston,Mexico,29-08-2024,01-12-2024 10:19,109.46,Clothing,2
576,  Jane Doe  ,jane.doe@test.org,187-517-2459,29,male,San Antonio,Australia,06-10-2021,06-04-2023 23:32,298.58,Home Goods,5
937,Sarah Miller,sarah.miller@mail.net,'+1 452 929 3051,34,Other,Phoenix,USA,22-01-2025,06-02-2025 11:05,365.9,Home Goods,1
790,Mary Davis,mary.davis@mail.net,'+1 596 814 2738,43,Female,Chicago,Australia,02-07-2024,31-03-2025 01:36,707.2,Food,2
366,Michael Smith,michael.smith@mail.net,471-505-6404,52,Male,Los Angeles,Canada,09-05-2020,08-07-2020 18:33,118.77,Books,3
194,David Wilson,david.wilson@test.org,8806708758,41,Male,New York,Germany,17-04-2025,23-05-2025 08:56,354.95,Electronics,4
592,Michael Smith,michael.smith@example.com,1797885867,25,Male,Houston,France,05-03-2024,08-12-2024 00:51,53.99,B00ks,1
841,Emily Smith,emily.smith@test.org,(921) 463-8638,67,male,San Antonio,France,03-03-2025,06/29/2025 05:36,953.21,Food,5
131,Emily Smith,emily.smith@test.org,'+1 389 986 1835,18,Male,San Diego,USA,25-07-2022,22-01-2025 23:03,173.24,Home Goods,3
421,Michael Jones,michael.jones@mail.net,(411) 624-1774,54,Male,Chicag0,India,03-11-2023,27-04-2024 01:29,568.72,Food,3
489,David Wilson,david.wilson@test.org,(525) 994-5442,51,Other,Philadelphia,Mexico,08-12-2023,17-12-2023 17:44,471.21,Home Goods,3
740,Michael Doe,michael.doe@example.com,'+1 814 017 2545,44,Other, New York ,Mexicoq,20-10-2022,15-02-2024 06:33,898.45,Books,5
161,Emily Doe,emily.doe@test.org,394-654-5215,70,Female,San Diego,Australia,08/16/2020,06-10-2024 03:39,288.87,Home Goods,2
73,Sarah Doe,sarah.doe@example.com,329-062-2772,65,Male,New York,India,17-07-2024,03-06-2025 12:23,900.36,Electronics,5
648,Sarah Davis,sarah.davis@example.com,922645056,53,Other,Los Angeles,Australia,19-02-2020,21-03-2024 17:08,805.64,Electronics,3
958,Jane Jones,jane.jones@test.org,200-902-7877a,53,Male,San Diego,France,05/17/2025,28-05-2025 19:21,628.66,Food,5
395,Emily Smith,emily.smith@mail.net,279-524-7194,41,other,San Diego,India,19-07-2025,24-07-2025 10:16,719.52,B00ks,4
563,Peter Williams,peter.williams@test.org,161-739-4372,37,Other,Philadelphia,India,09/26/2021,25-01-2024 03:33,209.68,Clothing,1
819,Mary Miller,mary.miller@example.com,4303917067,29,Male,New York,India,09-06-2021,23-09-2024 12:27,556.56,Books,3
124,Peter Williams,peter.williams@mail.net,7235458605,55,Male,New York,USA,02-09-2022,,588.29,Home Goods,5
118,Jane Smith,jane.smith@example.com,287-649-6173,55,Male,Chicago,India,21-10-2023,02-03-2024 06:42,463.88,Clothing,3
286,Michael Doe,michael.doe@test.org,,62,Female,,Mexico,21-08-2023,05-12-2023 00:21,693.9,Clothing,4
230,Emily Wilson,emily.wilson@example.com,1644819471,27,Female,Philadelphia,UK,21-08-2020,19-10-2022 02:18,271.76,Books,5
99,Jane Smith,jane.smithtest.org,7239561128,42,Male,Chicago,UK,29-09-2023,23-07-2024 20:28,505.26,Home Goods,5
55,Sarah Miller,sarah.miller@mail.net,(438) 443-2920,40,Other,Houston,Germany,07-10-2020,06-06-2021 07:40,373.97,Electr0nics,2
329,Mary Brown,mary.browntest.org,,24,Other,New York,France,04/29/2021,08-10-2023 07:11,906.4,Food,4
101,David Williams,david.williams@mail.net,(283) 966-1976,53,Female,Chicago,Canada,04-12-2021,01-03-2022 20:42,141.17,Clothing,4
11,John Jones,john.jones@mail.net,516206174,48,Female,Phoenix,Germany,02-06-2025,08-05-2025 21:41,423.95,Clothing,5
799,Emily Doe,emily.doe@example.com,'+1 189 835 1725,43,other,New York,India,20-07-2021,09-05-2022 11:51,676.62,Sports,1
309,Peter Doe,peter.doe@mail.net,130-913-9649,63,MALE,Los Angeles,Germany,31-01-2020,24-12-2022 03:37,,Sports,3
567,Mary Williams,mary.williams@mail.net,(707) 125-1327,64,Otheer,New York,France,30-05-2020,06-04-2021 22:42,15.4,Food,5
861,Jane Doe,jane.doe@test.org,1806751255,69,Male,Los Angeles,Canada,04-12-2023,14-08-2024 05:51,,Clothing,4
263,Jane Williams,jane.williams@test.org,027-394-7721,58,Male,Philadelphia,Mexico,10/28/2022,01-11-2024 15:24,254.34,Books,1
611,  M@ry Wilson  ,mary.wilson@test.org,4162867170,23,Male,Chicago,France,03-06-2020,04-07-2020 03:29,70.59,Clothing,5
14,Sarah Miller,sarah.miller@example.com,(411) 952-5238,200,Other,San Dieg0,France,26-09-2021,04-06-2025 13:03,339.6,Electronics,2
525,Sarah Jones,sarah.jonesexample.com,5849102158,25,Male,Phoenix,Australia,01-10-2021,06-02-2022 13:38,35.07,Sports,0
602,Mary Doe,mary.doe@example.com,(171) 810-3380,63,FEMALE,Houston,Mexico,20-05-2021,09-04-2024 07:02,122.17,Food,1
128,John Brown,john.brown@test.org,9190933290,150,Male,San Diego,UK,01-12-2023,31-12-2024 13:13,39.26,Home Goods,2
585,Emily Doe,emily.doe@example.com,960-546-5210,57,Other,Los Angeles,Mexico,07/26/2025,26-07-2025 06:47,282.29,F00d,5
803,Peter Miller,peter.miller@example.com,(819) 550-4386,24,Other,Phoenix,Canada,18-02-2020,22-04-2023 18:59,341.78,Books,2
327,Jane Wilson,jane.wilson@test.org,'+1 125 223 5634,28,Male, San Diego ,USA,10/28/2020,06/13/2024 14:17,157.69,Electronics,1
89,Michael Williams,michael.williams@mail.net,,32,Other,Chicago,India,21-10-2020,05/31/2023 08:02,268.78,Clothing,6
732,Jane Smith,jane.smith@test.org,730-573-4725,26,Other,Phoenix,UK,13-07-2023,11-10-2024 15:57,281.02,Sports,5
158,Michael Smith,,(637) 469-4225,62,Female,Philadelphia,Mexico,01-06-2025,06-12-2025 15:58,20.07,Food,5
851,David Smith,david.smith@mail.net,(066) 995-8778,35,Female,San Diego,Canada,09-02-2025,03-09-2025 17:18,737.58,Electronics,6
666,Sarah Miller,sarah.miller@example.com,(345) 134-7311,59,Male,New York,Germany,12-06-2024,20-02-2025 14:21,700.88,Home Goods,5
189,John Williams,john.williams@example.com,(272) 139-6096,43,Male,Houston,India,02-05-2023,12/28/2023 14:55,375,Electronics,1
256,Sarah Davis,sarah.davis@test.org,(594) 900-5082,48,Other,New York,USA,27-01-2022,04-08-2023 11:41,666.32,Books,1
450,  Jane Miller  ,jane.miller@test.org,(402) 582-7088,31,female,Phoenix,Mexico,01/29/2021,,788.47,Food,5
963,John Miller,john.miller@mail.net,'+1 321 784 8998,45,Female, Houston ,Australiaq,12-10-2023,27-02-2025 13:11,607.72,Books,2
25,John Wilson,john.wilson@mail.net,365-529-6030,26,Male,Philadelphia,Australia,17-01-2022,06-04-2022 16:08,167.49,Clothing,5
616,Peter Doe,peter.doe@test.org,1869146273,58,Female,San Diego,India,09-08-2021,13-12-2024 11:13,142.49,Food,4
897,John Brown,john.brown@test.org,972-530-3077,23,Male,Los Angeles,Atlantis,23-12-2021,,720.36,Clothing,10
106,Jane Williams,jane.williams@example.com,9569819972,25,Female,New Y0rk,UK,18-03-2020,02-11-2025 11:00,415.87,Books,1
149,David Williams,,'+1 020 976 7024,63,Male,Philadelphia,Australia,16-08-2024,03-06-2025 17:41,789.25,Electronics,3
832,Jane Jones,jane.jones@test.org,,49,Other,Philadelphia,USA,08/25/2020,29-08-2022 16:34,408.09,Food,3
843,Mary Jones,mary.jones@mail.net,(327) 149-9717,62,Female,Houston,Australia,01/29/2023,13-03-2024 16:21,258.31,Clothing,1
717,Peter Davis,peter.davis@test.org,(378) 110-3124,67,Female,Los Angeles,France,28-09-2022,25-07-2025 23:06,993.59,Electronics,4
487,  Sarah Davis  ,sarah.davis@mail.net,(209) 138-1856,68,Female,Chicago,Indiax,10/25/2024,06-11-2024 05:53,312.22,Food,1
716,Jane Davis,jane.davis@test.org,'+1 145 927 9825,45,Other,Chicago,Canada,01/14/2021,17-05-2021 04:19,257.56,Electronics,4
725,Emily Miller,emily.miller@mail.net,8796034955,37,FEMALE,San Antonio,Canada,12-02-2020,31-05-2022 13:29,455.07,Food,3
110,David Wilson,david.wilson@test.org,990-308-6648,49,Male,New York,USA,18-10-2022,24-09-2024 05:48,399.65,Electronics,5
438,John Miller,john.millertest.org,(133) 678-5925,31,Male,Los Angeles,France,24-12-2024,07-01-2025 09:36,230.51,Books,3
108,John Jones,john.jones@example.com,(680) 454-3628,37,Female,Phoenix,Narnia,17-07-2021,03/30/2023 19:53,998.18,Clothing,3
892,David Wilson,david.wilson@mail.net,8353665123,58,Other,Los Angeles,Australia,30-10-2020,07/23/2025 10:19,987.37,Sports,2
734,Peter Doe,peter.doe@example.com,4572787322,69,Male,Chicago,USA,19-09-2023,26-07-2024 08:00,384.66,Books,2
159,Mary Davis,mary.davis@example.com,,36,Female,San Diego,Mexico,06-03-2021,25-04-2023 23:39,422.6,Electronics,3
401,Jane Wilson,jane.wilson@example.com,743327897,48,Male,Los Angeles,France,08-04-2025,20-04-2025 04:39,591.68,Sports,2
443,Michael Doe,michael.doe@example.com,(205) 985-0485,67,Other,Phoenix,Germany,03/28/2024,,302.04,Electronics,10
137,Emily Davis,emily.davis@test.org,993-251-1751,40,Female,Phoenix,Canada,03-12-2022,27-07-2024 04:47,88.33,Home Goods,5
760,Peter Miller,peter.miller@test.org,(562) 188-3264,41,Male,Los Angeles,Germany,06-05-2021,02-11-2023 22:14,530.39,Sports,4
935,Emily Smith,emily.smith@test.org,'+1 334 229 8433a,35,Male,Phoenix,France,26-03-2023,09-08-2023 17:07,989.75,Clothing,1
941,Peter Wilson,peter.wilson@test.org,(437) 495-6328,22,Female,Houston,USA,06-01-2021,15-12-2021 07:55,562.38,Sports,4
429,Emily Smith,emily.smith@example.com,,46,Feemalee,New York,USA,18-10-2024,02-02-2025 20:37,60.68,Sports,2
39,Mary Wilson,mary.wilson@mail.net,'+1 268 285 2851,,Female,San Antonio,UK,03/30/2025,06-04-2025 12:25,627.12,Books,5
391,Michael Miller,,2852691476,47,FEMALE,Philadelphia,USA,09-04-2025,06/20/2025 18:08,303.65,Sports,0
341,Peter Miller,peter.miller@example.com,5635948966a,69,Male,Chicago,India,17-07-2023,25-06-2024 10:01,50000,Electronics,5
45,Emily Jones,,2065857505,70,Other,San Antonio,Germany,10-03-2022,09-09-2022 20:13,223.09,Electronics,4
382,Peter Doe,peter.doe@test.org,'+1 946 662 7588,36,Female,Houston,France,10-01-2023,29-11-2024 05:18,369.24,F00d,1
315,Michael Davis,michael.davis@example.com,(729) 268-1819,49,Female,San Diego,Canada,24-06-2022,18-03-2025 19:00,747.36,Sports,1
452,Michael Davis,michael.davis@example.com,'+1 741 908 9933,50,Other,Chicago,Germany,11/29/2022,02/25/2023 14:40,974.23,Food,3
153,Michael Doe,michael.doe@example.com,'+1 803 821 5344,69,Female,Phoenix,Mexico,07-04-2020,15-05-2020 06:59,450.06,Electronics,3
947,Michael Davis,michael.davis@example.com,252-984-0670,24,Other,Houston,India,10/13/2024,10/13/2024 05:51,529.99,Food,4
454,John Williams,john.williams@example.com,8839469365,58,Female,Chicago,USA,07-12-2021,03-10-2023 22:33,350.45,Clothing,2
862,Michael Davis,michael.davis@example.com,348-951-7625,23,female,,UK,07-07-2023,02-09-2023 19:19,951.06,Food,4
245,Sarah Brown,sarah.brown@mail.net,(000) 661-3122,32,Male,Houston,UK,13-04-2020,31-01-2023 17:06,,Clothing,4
629,Sarah Doe,sarah.doe@test.org,674-142-3260,23,Female,Houston,Germany,03/30/2025,10-04-2025 12:30,354.03,Home Goods,2
307,David Brown,,'+1 067 362 2434,53,Female,,Mexico,03-08-2024,18-07-2025 20:25,743.29,Home Goods,2
743,Jane Wilson,jane.wilson@test.org,'+1 306 532 7748,49,other,Ph0enix,France,17-07-2023,04-11-2023 04:17,103.98,Electronics,5
678,Michael Jones,michael.jones@test.org,309-066-1674,18,Other,Houston,USA,11-06-2020,15-06-2025 04:26,361.96,Electronics,5
710,Mary Jones,mary.jones@example.com,5714711080,60,Female, Chicago ,Canada,20-12-2020,22-01-2024 06:58,98.28,Food,4
368,David Brown,david.brown@mail.net,1523409679,58,Female,Philadelphia,Canada,07/26/2024,14-01-2025 22:21,429.42,Food,1
853,Emily Doe,emily.doe@test.org,'+1 543 952 0567,19,Male,New York,Australia,04-07-2021,20-10-2024 15:23,652.73,Food,3
311,Jane Williams,jane.williams@example.com,902-767-4977,29,Other,New Y0rk,UK,07-07-2023,10-03-2025 07:33,926.55,Books,1
192,Michael Smith,michael.smith@test.org,(955) 056-5741#,38,Other,Los Angeles,Australiax,06-08-2021,03/19/2025 08:36,43.44,Home Goods,1
462,Michael Smith,michael.smith@test.org,(326) 815-3271,67,Female,Houston,Franceq,12/23/2023,29-05-2025 14:46,69.02,Sports,4
481,John Doe,john.doe@test.org,'+1 305 884 5549,40,Male,Philadelphia,India,16-05-2025,05-07-2025 08:49,975.37,Food,3
155,Jane Brown,jane.brown@example.com,388-646-1147,52,Other,Phoenix,USA,13-06-2022,07-06-2025 10:54,375.78,Books,5
111,Emily Davis,emily.davis@mail.net,(353) 265-8197,66,OTHER,San Diego,France,01-09-2022,26-03-2022 08:52,633.95,Food,2
598,Emily Wilson,,(277) 184-2056,18,Male,Philadelphia,France,02/20/2024,03-10-2024 22:42,312.61,Food,4
430,John Brown,john.brown@test.org,'+1 713 458 5863,69,Female, San Diego ,Germany,05/21/2020,11/27/2023 02:47,761.3,Clothing,3
961,Sarah Davis,sarah.davis@mail.net,837-076-6621,46,Female,,UK,06/13/2020,08/31/2024 11:48,304.99,Sports,1
417,Michael Williams,michael.williams@test.org,017-934-6164,38,Other,San Diego,Germany,10/30/2022,14-07-2025 13:39,946.78,Home Goods,3
273,Jane Williams,jane.williams@mail.net,871-057-9173,31,female,New York,France,03/14/2023,23-05-2024 03:37,291.53,Food,1
737,Emily Doe,emily.doe@mail.net,802-264-9876,67,Female,Chicago,UK,15-04-2020,07/28/2024 17:04,97.26,Home Goods,2
692,Emily Doe,emily.doe@example.com,,48,Male,Los Angeles,Narnia,15-12-2024,25-12-2024 12:15,182.36,Electronics,4
390,Mary Miller,mary.miller@example.com,120-203-7489,28,Female,Phoenix,France,31-03-2024,,888.41,Books,5
712,David Jones,david.jones@mail.net,'+1 551 225 7348,35,Other,Philadelphia,France,04-10-2021,25-11-2021 16:50,886.89,Books,3
378,Peter Miller,peter.miller@example.com,599-412-8080#,25,Other,Chicago,France,04-07-2024,16-10-2024 05:30,200.63,Clothing,5
310,David Jones,david.jones@example.com,3918831877,57,Male,Houston,Canada,01-11-2024,01/26/2025 02:37,183.21,Home Goods,3
414,Jane Brown,jane.brown@example.com,(038) 394-0095,44,Other,Chicago,France,13-02-2020,10-07-2022 11:43,560.75,Food,5
93,David Wilson,david.wilson@mail.net,9999086179,58,Male,,USA,17-01-2021,03-12-2024 23:48,87.46,Books,5
900,John Wilson,john.wilson@test.org,307-980-6106,65,Male,Los Angeles,Mexicoq,05-06-2023,07/24/2024 03:14,377.01,Home Goods,5
80,Sarah Williams,sarah.williams@example.com,5081721330,19,other,San Antonio,Atlantis,26-08-2021,09/18/2024 18:53,111.9,Books,4
901,John Doe,john.doe@mail.net,(455) 731-4558,24,Other,New York,France,09-08-2024,17-07-2025 04:33,389.12,Food,3
53,David Miller,david.miller@test.org,147-078-0409,49,Male,Houston,UK,22-09-2023,14-04-2025 07:29,331.97,Home Goods,3
420,Peter Williams,peter.williams@example.com,(577) 027-5385,61,Other,New York,Mexico,04-11-2020,28-11-2023 12:17,399.89,Clothing,4
170,  John Smith  ,john.smith@example.com,764-002-6928,63,Other,Chicago,UK,11/20/2022,15-01-2023 12:34,424.21,Food,4
140,Mary Brown,mary.brown@mail.net,591835698,19,male,Los Angeles,USAx,03-01-2020,10-09-2020 01:12,154.33,Food,4
749,Mary Jones,mary.jones@example.com,'+1 961 964 0226,69,Other,,Germany,15-02-2024,19-06-2024 08:01,786.17,Books,1
810,Mary Williams,mary.williams@example.com,(480) 515-4248,150,other,Chicago,Mexico,08-05-2022,02/27/2025 11:16,418.05,Electronics,1
186,John Wilson,john.wilson@example.com,'+1 680 103 2454,,Otheer,Houston,Canada,10/24/2021,10/26/2023 09:21,541.88,Food,5
652,John Williams,john.williams@mail.net,'+1 249 824 6886,32,Female,Philadelphia,India,24-11-2023,11-10-2024 07:06,580.94,Sports,4
499,Mary Smith,mary.smith@example.com,671-720-9406,18,Male,Chicago,France,03-11-2021,12-08-2022 14:50,864.65,Electronics,5
816,Mary Smith,mary.smith@mail.net,6212462269a,31,Malee,Philadelphia,France,01/21/2024,10-05-2024 21:45,855.96,Sports,4
831,Michael Miller,michael.miller@test.org,8383075090,42,female,Philadelphia,Mexico,09/21/2021,05/17/2024 19:47,,Sports,5
427,Sarah Doe,sarah.doe@mail.net,(157) 697-6699,62,FEMALE,Chicago,India,07/29/2023,12-03-2024 06:49,486.29,Home Goods,5
677,Jane Wilson,jane.wilson@mail.net,'+1 897 452 6102,43,male,Los Angeles,Narnia,25-01-2023,01-08-2024 00:25,163.48,Home Goods,4
578,David Davis,david.davis@test.org,010-676-0289,48,Female,,USA,07/28/2022,20-03-2025 06:07,738.89,Electr0nics,3
589,David Miller,david.miller@example.com,739-074-4148!,24,MALE,Philadelphia,India,13-07-2024,22-08-2024 11:47,881.38,Sports,5
331,Mary Doe,mary.doe@mail.net,'+1 122 884 6481,39,Malee,Chicago,India,03-01-2022,29-03-2025 18:01,221.41,Sports,5
882,Jane Doe,jane.doe@test.org,'+1 218 558 6340,38,other,,Canada,07-11-2021,14-08-2024 10:56,796.64,Food,2
912,Michael Jones,michael.jones@example.com,2156216828,58,Feemalee,Ph0enix,Australia,18-05-2025,06-07-2025 12:22,585.14,Clothing,4
360,David Miller,david.miller@test.org,'+1 625 761 6343,65,Other,Chicago,UK,10-05-2022,14-02-2023 22:24,493.51,Sports,3
249,David Doe,david.doe@test.org,'+1 094 625 9338,28,Male,Philadelphia,Canada,26-10-2022,08/28/2023 14:01,350.75,Clothing,4
838,Peter Smith,peter.smith@example.com,,21,Male,San Antonio,Germany,05-12-2023,14-07-2024 18:54,109.69,Food,1
355,Michael Miller,michael.miller@test.org,(852) 611-8376,58,Other,,UK,05-02-2021,05-11-2022 11:04,482.35,Clothing,2
923,David Smith,david.smith@example.com,580-289-6603,25,Other,San Antonio,Mexico,01/13/2024,,420.05,Books,1
584,Mary Wilson,mary.wilson@example.com,,46,Female,San Diego,USA,07/22/2025,07/24/2025 13:04,509.45,Home Goods,5
808,David Davis,david.davis@mail.net,(500) 225-4933,33a,feemalee,San Antonio,India,23-07-2021,10/29/2023 13:06,743.63,Electronics,1
214,Mary Miller,mary.miller@mail.net,'+1 280 832 0601,52,Male,Houston,USAz,22-12-2022,26-12-2024 08:28,263.36,Home Goods,5
337,Emily Davis,emily.davis@mail.net,(176) 212-5918,25,Female,New York,USA,27-03-2020,13-05-2021 06:27,372.32,Books,2
322,Emily Smith,emily.smith@mail.net,(974) 551-7663,18,Other,,France,06/21/2023,06-05-2025 10:37,544.92,Books,3
815,Sarah Wilson,sarah.wilson@example.com,8327874712,41,Female,San Diego,Mexico,20-10-2024,31-05-2025 15:54,453.27,Clothing,4
852,Peter Jones,peter.jones@mail.net,5965188193,34,Male,New York,India,07-07-2025,07-08-2025 21:51,653.58,Sports,4
756,Emily Wilson,emily.wilson@mail.net,792-818-4664,36,Other,Houston,France,25-07-2021,11/20/2024 03:37,95.36,Food,3
789,Peter Davis,peter.davis@example.com,'+1 809 874 6908,36,Other,,Canada,05/28/2021,05-12-2024 09:56,304.28,Cl0thing,1
830,Emily Jones,emily.jones@mail.net,'+1 950 521 2726,50,Other,San Antonio,Mexico,11/27/2023,,29.02,Food,4
811,Michael Jones,michael.jones@mail.net,(919) 331-9551,36,Other,,France,24-04-2023,09/17/2023 04:55,575.93,Clothing,4
326,David Jones,david.jones@example.com,9574476230,,Malee,Los Angeles,UKx,10-04-2022,12/17/2023 02:38,253.56,Food,3
711,John Jones,john.jones@test.org,962-740-8243,34,Female,San Diego,Australia,20-07-2022,09/19/2022 08:27,838.65,Books,3
157,Emily Miller,emily.miller@mail.net,3182835978,,Female,Phoenix,Australia,20-02-2025,29-04-2025 21:57,147.63,Food,1
824,Peter Williams,peter.williams@test.org,'+1 119 541 7701,39,Female,Philadelphia,USA,28-08-2023,27-01-2025 23:53,608.56,Cl0thing,3
262,John Wilson,john.wilson@test.org,646-802-6106,29,Female,Chicago,USAq,26-11-2021,13-02-2023 07:23,974.78,Food,1
530,David Davis,david.davistest.org,(486) 068-7034,56,Other,Houston,USAx,09-05-2021,20-04-2024 05:28,970.52,Books,4
994,Emily Miller,emily.miller@test.org,(883) 276-9798,60,Female,Chicago,Mexico,08-10-2023,27-07-2024 06:42,915.16,Sports,4
956,Michael Jones,michael.jones@example.com,(494) 910-3509,59,FEMALE,,Canada,23-11-2022,01-01-2023 12:09,369.11,Electr0nics,2
283,Peter Jones,peter.jones@test.org,(677) 565-9147,40,Female,New York,Australia,06-12-2020,01-12-2020 00:50,820.2,Food,2
333,Jane Miller,jane.miller@mail.net,159978966,,Male, San Diego ,Mexico,06-06-2023,22-08-2024 22:29,889.71,Food,5
55,Sarah Miller,sarah.miller@mail.net,(438) 443-2920,40,Other,Houston,Germany,07-10-2020,06-06-2021 07:40,373.97,Electr0nics,2
358,John Jones,john.jones@example.com,'+1 642 256 4323,53,OTHER,San Diego,India,06-08-2022,12/14/2024 00:51,656.89,Home Goods,2
663,David Doe,david.doe@test.org,8349274357,19,Male,Chicago,UK,04/26/2021,09/29/2023 00:58,645.11,Food,4
352,Jane Miller,jane.miller@example.com,1701704848,40,Other,San Antonio,USAz,12-03-2022,02-03-2025 07:40,844.84,Clothing,10
868,Emily Brown,emily.brown@test.org,9727455679,42,Other,Chicago,Mexico,09/21/2020,02-10-2022 03:06,648.31,Food,1
399,Mary Doe,mary.doe@example.coom,(878) 898-2110,41,Other,Los Angeles,India,22-12-2023,03-12-2024 17:31,451.22,Food,1
52,Michael Jones,michael.jones@mail.net,'+1 138 206 4225,66,Other,Philadelphia,Germany,24-02-2024,11/30/2024 18:35,818.1,Clothing,4
240,  Michael Smith  ,michael.smith@example.com,'+1 719 013 7572,28,Male,San Diego,Germany,23-10-2021,17-01-2022 09:15,70.09,Books,4
261,Jane Wilson,jane.wilson@test.org,666-613-6119,44,Female,Chicago,Mexico,06/23/2023,26-03-2025 02:24,317.9,Home Goods,3
733,Jane Williams,jane.williams@example.com,'+1 268 397 1083,29,Female,Chicago,USA,03/26/2024,,440.57,Books,1
993,Michael Williams,michael.williams@example.com,570-357-8175,,Other,Chicago,France,07-02-2020,31-10-2023 10:39,836.67,Sports,4
167,Jane Miller,jane.miller@test.org,'+1 428 562 3912,54,Other,San Dieg0,USA,21-07-2020,16-01-2024 09:16,821.86,Home Goods,3
413,Sarah Doe,sarah.doe@mail.net,531-310-3157,26,FEMALE,Phoenix,Mexico,03-04-2023,27-01-2025 17:55,858.35,Electronics,1
246,Sarah Jones,sarah.jones@mail.net,'+1 897 329 1043,52,Male,Chicago,France,26-04-2025,11-07-2025 08:01,222.84,Books,1
345,John Doe,john.doe@example.com,2948933322,38,Male,Phoenix,Mexico,03/15/2024,12-01-2025 19:06,861.35,Books,1
689,Emily Miller,emily.miller@mail.net,'+1 503 653 9031,150,Male,San Diego,UK,03-01-2021,07/13/2025 14:05,,Food,4
276,Emily Doe,emily.doe@test.org,831-677-0418,32,Male, Houston ,India,09-01-2020,15-06-2025 17:41,99.21,Clothing,3
624,Emily Smith,emily.smith@test.org,4154007163,44,Other,Houston,Australia,17-04-2025,07-06-2025 17:41,564.75,Clothing,1
872,Mary Miller,mary.miller@example.com,(285) 132-3501,25,Other,San Antonio,Canada,14-04-2024,29-12-2024 11:48,50000,Home Goods,3
83,Michael Miller,michael.miller@test.org,319-815-1238,29,Other,Philadelphia,Mexico,01-10-2020,06-02-2022 15:26,460.53,Electronics,4
